m2(g),m3(g),l(cm),T
1.072,0.161,5.912,23.5
1.069,0.161,5.912,23.6
1.086,0.172,5.916
1.073,0.173
1.068,0.171
1.081,0.170
1.062,0.172
1.068,0.170
1.063,0.169
1.073,0.171
